Unnamed: 0.1,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,"BLIP-2, greedy decode","BLIP-2, nucleus sampling decode","BLIP-2, beam search decode"
377,13016,2367391,622824,http://object-naming-amore.upf.edu//2367391_622824_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2367391.jpg,pug,pug,The pug in the photo,pug
378,12386,2365160,2652042,http://object-naming-amore.upf.edu//2365160_2652042_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2365160.jpg,horse,The horse,This red horse,The horse in the red box with the first name that comes to mind
379,9407,2354485,1723349,http://object-naming-amore.upf.edu//2354485_1723349_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2354485.jpg,bird,The bird in the red box,The red-shouldered pigeon (Columba livia),The bird in the red box with the first name that comes to mind
380,14111,2371427,2614521,http://object-naming-amore.upf.edu//2371427_2614521_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2371427.jpg,cow,The cow,cow,A cow
381,25215,2417570,2936443,http://object-naming-amore.upf.edu//2417570_2936443_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417570.jpg,cat,A stuffed bear,The Cat,A teddy bear
382,3920,2329647,3447010,http://object-naming-amore.upf.edu//2329647_3447010_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2329647.jpg,dog,The dog,A young girl pouring water from a hydrant on a dog in a park,The dog in the red box with the first name that comes to mind
383,19814,2395395,455011,http://object-naming-amore.upf.edu//2395395_455011_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395395.jpg,dog,dog,it's a dog,A dog on a surfboard
384,6110,2341494,2027333,http://object-naming-amore.upf.edu//2341494_2027333_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2341494.jpg,cow,The cow,Cow,Cow
385,11059,2360500,787660,http://object-naming-amore.upf.edu//2360500_787660_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2360500.jpg,cat,A cat,The cat,A cat
386,23715,2411402,1080237,http://object-naming-amore.upf.edu//2411402_1080237_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2411402.jpg,dog,dog,a dog,dog
387,15674,2377123,3680317,http://object-naming-amore.upf.edu//2377123_3680317_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377123.jpg,zebra,zebra,zebra,zebra
388,1685,2317774,1017522,http://object-naming-amore.upf.edu//2317774_1017522_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2317774.jpg,cat,cat,the cat,the cat
389,10482,2358505,801946,http://object-naming-amore.upf.edu//2358505_801946_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2358505.jpg,giraffe,giraffe,giraffe,giraffe
390,8485,2350867,864831,http://object-naming-amore.upf.edu//2350867_864831_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350867.jpg,horse,The horse,horse,A horse jumping over an obstacle
391,2944,2324209,3113609,http://object-naming-amore.upf.edu//2324209_3113609_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2324209.jpg,cow,cow,A cow dressed up as a baseball player,The cow in the red box with the first name that comes to mind
392,14364,2372357,2401804,http://object-naming-amore.upf.edu//2372357_2401804_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372357.jpg,giraffe,giraffe,a giraffe,giraffe
393,15709,2377244,567036,http://object-naming-amore.upf.edu//2377244_567036_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377244.jpg,cow,cow,cow,cow
394,9850,2356192,1889518,http://object-naming-amore.upf.edu//2356192_1889518_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356192.jpg,cat,The cat is looking at the bird,The red box with a bird on it,The object in the red box with the first name that comes to mind is a cat
395,24964,2416551,3139283,http://object-naming-amore.upf.edu//2416551_3139283_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2416551.jpg,giraffe,giraffe,giraffe,giraffe
396,8316,2350159,1911421,http://object-naming-amore.upf.edu//2350159_1911421_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350159.jpg,giraffe,giraffe,giraffe,giraffe
397,22778,2408064,268895,http://object-naming-amore.upf.edu//2408064_268895_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408064.jpg,giraffe,Giraffe,The red box,Giraffe
398,13913,2370727,2434557,http://object-naming-amore.upf.edu//2370727_2434557_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2370727.jpg,horse,A horse,Two red horses with some dogs,"Two men on horseback, one with a dog, one with a dog, one with a dog"
399,10539,2358696,2291359,http://object-naming-amore.upf.edu//2358696_2291359_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2358696.jpg,horse,horse,person,horse
400,10217,2357578,2694984,http://object-naming-amore.upf.edu//2357578_2694984_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2357578.jpg,windbreaker,tennis racket,tennis racket,tennis racket
401,18677,2390173,1253197,http://object-naming-amore.upf.edu//2390173_1253197_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390173.jpg,tie,The train,A train running along the tracks,A train on the tracks
402,9122,2353458,3578809,http://object-naming-amore.upf.edu//2353458_3578809_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2353458.jpg,shirt,Wine bottle,My husband,Wine bottle
403,8349,2350294,868964,http://object-naming-amore.upf.edu//2350294_868964_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350294.jpg,shirt,frisbee,the frisbee,frisbee
404,6105,2341479,3300592,http://object-naming-amore.upf.edu//2341479_3300592_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2341479.jpg,shirt,lime,A man holding a lime,A lime
405,23435,2410318,220594,http://object-naming-amore.upf.edu//2410318_220594_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410318.jpg,cap,cat,cat,a cat wearing a christmas hat
406,12346,2365020,637019,http://object-naming-amore.upf.edu//2365020_637019_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2365020.jpg,shirt,a deep dish pizza,the woman,a slice of deep dish pizza
407,1376,2316508,3273690,http://object-naming-amore.upf.edu//2316508_3273690_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2316508.jpg,shirt,A man in a white shirt and blue jeans,a hat,A man in a white shirt and blue jeans holding a frisbee
408,6527,2343213,926193,http://object-naming-amore.upf.edu//2343213_926193_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2343213.jpg,shirt,Baseball bat,A baseball bat,A baseball bat
409,5170,2336557,3380450,http://object-naming-amore.upf.edu//2336557_3380450_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2336557.jpg,shirt,A child,Computer,A child's hand holding a computer mouse
410,17089,2382784,695716,http://object-naming-amore.upf.edu//2382784_695716_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2382784.jpg,coat,The blender,a milk carton,A blender
411,9826,2356093,823538,http://object-naming-amore.upf.edu//2356093_823538_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356093.jpg,dress,The tennis player,A woman holding a tennis racket,A tennis racket
412,9577,2355032,2530377,http://object-naming-amore.upf.edu//2355032_2530377_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2355032.jpg,shirt,The banana,a banana,banana
413,14617,2373312,733197,http://object-naming-amore.upf.edu//2373312_733197_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2373312.jpg,jacket,Frisbee,A frisbee,Frisbee
414,22654,2407580,277258,http://object-naming-amore.upf.edu//2407580_277258_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2407580.jpg,shirt,The man in the blue shirt,the person in the red box,The person in the red box with the first name that comes to mind
415,3299,2326393,982356,http://object-naming-amore.upf.edu//2326393_982356_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2326393.jpg,shirt,A woman,A smartphone _____ [1],iphone
416,17239,2383497,1319913,http://object-naming-amore.upf.edu//2383497_1319913_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383497.jpg,shirt,The bird,"the man's face, a green t shirt with three birds",The bird in the red box with the first name that comes to mind
417,19375,2393262,667854,http://object-naming-amore.upf.edu//2393262_667854_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393262.jpg,t-shirt,a tennis racket,a tennis racquet,a tennis racket
418,20971,2400704,1155728,http://object-naming-amore.upf.edu//2400704_1155728_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400704.jpg,necktie,the vice president of the united states,the man with the black tie and shirt and yellow vest,the vice president of the united states of america
419,5915,2340496,3246761,http://object-naming-amore.upf.edu//2340496_3246761_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2340496.jpg,shirt,tennis racket,a tennis player,A tennis racket
420,21757,2403931,1120118,http://object-naming-amore.upf.edu//2403931_1120118_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403931.jpg,shirt,A skateboard,red board,A skateboard
421,1859,2318445,1010696,http://object-naming-amore.upf.edu//2318445_1010696_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2318445.jpg,jacket,teddy bear,"I am not sure it is a teddy bear, it has no ears, and it doesn't",teddy bear
422,6586,2343418,2509129,http://object-naming-amore.upf.edu//2343418_2509129_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2343418.jpg,coat,bear,Black bear,bear
423,23730,2411456,1079665,http://object-naming-amore.upf.edu//2411456_1079665_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2411456.jpg,jacket,a man on a skateboard,bangle bracelet,a man on a skateboard
424,3666,2328312,2829201,http://object-naming-amore.upf.edu//2328312_2829201_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2328312.jpg,shirt,The person in the red box,man in tie,The person in the red box with the first name that comes to mind
425,6641,2343650,3017398,http://object-naming-amore.upf.edu//2343650_3017398_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2343650.jpg,blazer,A man wearing a suit and tie,A red polka dot tie,A man wearing an orange polka dot tie
426,20296,2397686,1187582,http://object-naming-amore.upf.edu//2397686_1187582_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397686.jpg,shirt,The person in the car,A tie,The person in the red box with the first name that comes to mind
427,18145,2387482,1275560,http://object-naming-amore.upf.edu//2387482_1275560_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2387482.jpg,robe,The man in the hat,"Rabi yoseph ben yehiel, from a photo at the entrance of jerusalem's",Rabbi Shimon bar Yochai
428,17156,2383090,535083,http://object-naming-amore.upf.edu//2383090_535083_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383090.jpg,shirt,bacon,A hot dog,Bacon
429,3913,2329615,3169131,http://object-naming-amore.upf.edu//2329615_3169131_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2329615.jpg,shirt,a child's tie,shirt and tie  a: child's face,A young boy wearing a white shirt and blue tie
430,16804,2381456,1336503,http://object-naming-amore.upf.edu//2381456_1336503_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2381456.jpg,jacket,man in a blue jacket,"The tall clock tower at the end of main street, i've taken several shots of it on google",a man in a blue jacket standing in front of a clock tower
431,2748,2323093,3404805,http://object-naming-amore.upf.edu//2323093_3404805_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2323093.jpg,coat,the cow,baltic sheep and aldershot mare,man holding a trophy in front of a cow
432,17355,2383996,529099,http://object-naming-amore.upf.edu//2383996_529099_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383996.jpg,jacket,A hot dog,Big brown sandwich,A hot dog
433,15199,2375371,2132509,http://object-naming-amore.upf.edu//2375371_2132509_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2375371.jpg,dress,The red box with the first name that comes to mind is the microwave,kitchen sink,kitchen sink
434,14927,2374394,2338797,http://object-naming-amore.upf.edu//2374394_2338797_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2374394.jpg,wrap,The wrap,it is the sandwich with chicken,"a wrap with chicken, lettuce, tomato, and mayonnaise"
435,24981,2416633,2775260,http://object-naming-amore.upf.edu//2416633_2775260_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2416633.jpg,mitten,Red mitten with a cell phone,Red mitten with red border   Q: Where do you keep your cell phone?,A red knitted mitten
436,3610,2328035,3181370,http://object-naming-amore.upf.edu//2328035_3181370_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2328035.jpg,shirt,a plant,A plant  the plant in the image is a plant,The person in the red box with the first name that comes to mind
437,9273,2354044,841452,http://object-naming-amore.upf.edu//2354044_841452_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2354044.jpg,shirt,A baseball bat,a baseball bat,A baseball bat
438,4693,2334070,2822679,http://object-naming-amore.upf.edu//2334070_2822679_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2334070.jpg,jacket,The person in the red box with the first name that comes to mind,skis,The person in the red box with the first name that comes to mind
439,19762,2395128,457650,http://object-naming-amore.upf.edu//2395128_457650_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395128.jpg,dress,The bear in the red box,One of my favorites in this exhibit is a pair of,The bear in the red box with the first name that comes to mind
440,15408,2376132,575862,http://object-naming-amore.upf.edu//2376132_575862_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2376132.jpg,shirt,tennis racket,Tennis racket,A tennis player hitting a tennis ball with a racquet
441,13285,2368354,3869627,http://object-naming-amore.upf.edu//2368354_3869627_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2368354.jpg,coat,The man in the green tie,photo of hugh grant,a man in a suit with a green tie
442,5698,2339343,3447066,http://object-naming-amore.upf.edu//2339343_3447066_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2339343.jpg,shirt,A slice of pizza,This is the pizza,A slice of pizza
443,15248,2375538,1839515,http://object-naming-amore.upf.edu//2375538_1839515_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2375538.jpg,jacket,A man wearing a blue jean jacket,A jean jacket,A man in a blue jean jacket with a bow tie
444,1221,2315793,2888562,http://object-naming-amore.upf.edu//2315793_2888562_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2315793.jpg,coat,the man in the photo,old man,an old photograph of an old man with a bow tie
445,5766,2339681,2613757,http://object-naming-amore.upf.edu//2339681_2613757_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2339681.jpg,jacket,The man in the photo,Man sitting at a table eating a piece of food,a man sitting at a table with a plate of food in front of him
446,7881,2348561,2617652,http://object-naming-amore.upf.edu//2348561_2617652_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2348561.jpg,blazer,The girl in the red box,"""girl""",김정우 김정우
447,19653,2394608,1211257,http://object-naming-amore.upf.edu//2394608_1211257_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394608.jpg,jacket,a slice of bread,it's a bread slice,a woman holding a knife and fork in front of a plate of food
448,20617,2398971,1173686,http://object-naming-amore.upf.edu//2398971_1173686_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398971.jpg,shirt,The person in the red box,the female,The person in the red box with the first name that comes to mind
449,24822,2415895,3543697,http://object-naming-amore.upf.edu//2415895_3543697_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415895.jpg,jacket,The person in the red box with the first name that comes to mind,The snowboarder that stands directly behind you in the top picture,The person in the red box with the first name that comes to mind
450,14507,2372890,1973975,http://object-naming-amore.upf.edu//2372890_1973975_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2372890.jpg,dress,A girl,girl on a couch looking at her cell phone,A young woman sitting on a couch with a cell phone in her hand
451,20695,2399432,1169730,http://object-naming-amore.upf.edu//2399432_1169730_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399432.jpg,t-shirt,tennis racket,Tennis racket,A tennis racket
452,12029,2363988,760411,http://object-naming-amore.upf.edu//2363988_760411_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2363988.jpg,coat,The phone in the picture,a nokia n8 with camera showing video of a screen on a wall,The object in the red box with the first name that comes to mind is a cell phone
453,2051,2319185,1003998,http://object-naming-amore.upf.edu//2319185_1003998_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2319185.jpg,t-shirt,Cell phone,iPhone,cell phone
454,19494,2393806,2754163,http://object-naming-amore.upf.edu//2393806_2754163_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393806.jpg,shirt,a person with purple hair,the woman holding her mobile phone,The person in the red box with the first name that comes to mind
455,15302,2375743,1966753,http://object-naming-amore.upf.edu//2375743_1966753_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2375743.jpg,shirt,The man sitting at the table,a man sitting at a table eating pizza,A man sitting at a table with a laptop and a woman sitting at a table with a laptop
456,2634,2322538,3445201,http://object-naming-amore.upf.edu//2322538_3445201_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2322538.jpg,shirt,girl,a girl,a girl in a white t-shirt holding a nintendo wii controller
457,11757,2362981,769528,http://object-naming-amore.upf.edu//2362981_769528_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2362981.jpg,jacket,pizza,A pizza,A pizza with cheese and pepperoni
458,1744,2318030,2820280,http://object-naming-amore.upf.edu//2318030_2820280_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2318030.jpg,helmet,pug,The pug on the star wars helmet,a pug in a star wars helmet
459,23022,2408921,252586,http://object-naming-amore.upf.edu//2408921_252586_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408921.jpg,shirt,Frisbee,Frisbee,Frisbee
460,22571,2407299,282084,http://object-naming-amore.upf.edu//2407299_282084_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2407299.jpg,shirt,A kite,It is a kite.,a kite
461,8592,2351296,1934461,http://object-naming-amore.upf.edu//2351296_1934461_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2351296.jpg,shirt,The tongue,it's my tongue,Penis
462,14791,2373911,2219535,http://object-naming-amore.upf.edu//2373911_2219535_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2373911.jpg,coat,a man with glasses and a white shirt,my toothbrush,a man with glasses holding a toothbrush in one hand and a comb in the other
463,21855,2404365,1116207,http://object-naming-amore.upf.edu//2404365_1116207_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404365.jpg,jacket,The girl in the white shirt,a guy in a jacket with a woman who looks like she's about to cry,The person in the red box with the first name that comes to mind
464,21942,2404674,655736,http://object-naming-amore.upf.edu//2404674_655736_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404674.jpg,blazer,A man pouring wine into a glass,The man pouring the wine,A man pouring a bottle of wine into a woman's hand
465,24984,2416641,3161532,http://object-naming-amore.upf.edu//2416641_3161532_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2416641.jpg,shirt,A banana,The person in red,A banana
466,9068,2353217,3579868,http://object-naming-amore.upf.edu//2353217_3579868_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2353217.jpg,dress,The woman in the blue dress,The woman in the blue dress,A woman in a blue dress and a man in a tie
467,1389,2316574,3044002,http://object-naming-amore.upf.edu//2316574_3044002_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2316574.jpg,t-shirt,The person in the red box,a virtual person holding a virtual controller,iphone
468,8943,2352726,852121,http://object-naming-amore.upf.edu//2352726_852121_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2352726.jpg,hat,the teddy bear,The big teddy bear,the teddy bear in the red box with the first name that comes to mind
469,18749,2390441,668380,http://object-naming-amore.upf.edu//2390441_668380_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390441.jpg,shirt,The man in the green shirt,The subject (man in green shirt in photo) _____,the man in the green t - shirt
470,18120,2387360,1276636,http://object-naming-amore.upf.edu//2387360_1276636_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2387360.jpg,jacket,The person in the red box,the person with the red and blue square with an oval shape,The person in the red box with the first name that comes to mind
471,20337,2397845,1185846,http://object-naming-amore.upf.edu//2397845_1185846_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397845.jpg,dress,The red box with the first name that comes to mind,A apple,The red box with the first name that comes to mind
472,24143,2413082,3801729,http://object-naming-amore.upf.edu//2413082_3801729_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413082.jpg,shirt,A baseball cap,I'm looking for a beer,The red box with the first name that comes to mind
473,18970,2391438,488920,http://object-naming-amore.upf.edu//2391438_488920_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391438.jpg,shirt,a zombie,a girl with a blonde wig holding up a piece of paper,a woman in a zombie costume
474,23925,2412258,199054,http://object-naming-amore.upf.edu//2412258_199054_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412258.jpg,coat,a duck,a duck ____________________________________________________,a duck
475,9480,2354713,836246,http://object-naming-amore.upf.edu//2354713_836246_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2354713.jpg,jacket,A donut,The donut,A boy eating a donut
476,4254,2331528,3157381,http://object-naming-amore.upf.edu//2331528_3157381_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2331528.jpg,dress,a black handbag,purse,a woman holding a black handbag
477,3020,2324680,3038516,http://object-naming-amore.upf.edu//2324680_3038516_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2324680.jpg,dress,the teddy bear,A man holding a teddy bear in his arms,teddy bear
478,6652,2343681,921014,http://object-naming-amore.upf.edu//2343681_921014_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2343681.jpg,shirt,The tennis player,The tennis racket,A tennis player hitting a tennis ball with a racquet
479,22745,2407911,271454,http://object-naming-amore.upf.edu//2407911_271454_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2407911.jpg,shirt,A hot dog,The man,A hot dog
480,7134,2345606,906525,http://object-naming-amore.upf.edu//2345606_906525_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2345606.jpg,shirt,the shirt,jean shorts,t-shirt
481,21510,2402941,384876,http://object-naming-amore.upf.edu//2402941_384876_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402941.jpg,coat,The person in the red box with the first name that comes to mind,The man wearing a suit is wearing the blue tie,The person in the red box with the first name that comes to mind
482,18265,2388058,1270802,http://object-naming-amore.upf.edu//2388058_1270802_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388058.jpg,shirt,the cat,person,a man sitting on a couch with a cat on his lap and a laptop in front of him
483,2642,2322560,3528449,http://object-naming-amore.upf.edu//2322560_3528449_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2322560.jpg,beanie,cat wearing a pink hat,a cat in a hat,a cat wearing a pink hat
484,1869,2318490,2861544,http://object-naming-amore.upf.edu//2318490_2861544_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2318490.jpg,jacket,A man eating a doughnut,a doughnut,man eating a donut
485,10141,2357290,1973173,http://object-naming-amore.upf.edu//2357290_1973173_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,shirt,The woman in the photo,woman,The red box with the first name that comes to mind
486,23432,2410309,220831,http://object-naming-amore.upf.edu//2410309_220831_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410309.jpg,dress,a laptop,A baby is sitting on a couch with a laptop,a woman sitting on a couch with a baby on her lap and a laptop in front of her
487,5674,2339216,3252075,http://object-naming-amore.upf.edu//2339216_3252075_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2339216.jpg,shirt,A man in a plaid shirt,This person,A man wearing a red plaid shirt and tie
488,20534,2398608,423739,http://object-naming-amore.upf.edu//2398608_423739_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398608.jpg,jacket,The man sitting on the train,the apple laptop,A man sitting on a train with a laptop in front of him
489,22454,2406842,289293,http://object-naming-amore.upf.edu//2406842_289293_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2406842.jpg,shirt,A man holding a cell phone,He has an Iphone,A bottle of beer
490,13857,2370518,741684,http://object-naming-amore.upf.edu//2370518_741684_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2370518.jpg,shirt,The man in the grey sweater,red box with guy holding wii controller,The person in the red box with the first name that comes to mind
491,20356,2397934,1184860,http://object-naming-amore.upf.edu//2397934_1184860_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397934.jpg,shirt,A man eating a donut,"man eating donut    red rectangle    1.2.2.1,",A man eating a donut
492,10246,2357698,809651,http://object-naming-amore.upf.edu//2357698_809651_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2357698.jpg,coat,man in santa hat,man with hat,A man wearing a santa hat on a bus
493,20230,2397313,1190906,http://object-naming-amore.upf.edu//2397313_1190906_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397313.jpg,jacket,The person in the red box,the person with the camera,The person in the red box with the first name that comes to mind
494,22145,2405461,654391,http://object-naming-amore.upf.edu//2405461_654391_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405461.jpg,hat,A woman in a hat,_______,A woman in a hat with a cigarette in her mouth
495,10587,2358871,3541649,http://object-naming-amore.upf.edu//2358871_3541649_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2358871.jpg,shirt,The bear,Red box with bear,The bear in the red box with the first name that comes to mind
496,1165,2315529,3260937,http://object-naming-amore.upf.edu//2315529_3260937_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2315529.jpg,shirt,A woman eating a donut,the dog,The red box with the first name that comes to mind
497,18878,2391035,492087,http://object-naming-amore.upf.edu//2391035_492087_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391035.jpg,t-shirt,A laptop computer,black laptop with a screen,A laptop computer
498,7397,2346676,897180,http://object-naming-amore.upf.edu//2346676_897180_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2346676.jpg,shirt,pizza,boy eating pizza,a boy eating a slice of pizza
499,5528,2338395,2877055,http://object-naming-amore.upf.edu//2338395_2877055_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2338395.jpg,robe,monk,kamala's body,a monk talking on a cell phone
500,24453,2414197,157970,http://object-naming-amore.upf.edu//2414197_157970_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2414197.jpg,house,The red box is a water pump,A backhoe,The object in the red box with the first name that comes to mind
501,9989,2356695,2267288,http://object-naming-amore.upf.edu//2356695_2267288_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356695.jpg,house,The house,"It is an old, old barn that was used for some sort of storage, and then later used",A dilapidated house with boarded up windows
502,12101,2364214,1957542,http://object-naming-amore.upf.edu//2364214_1957542_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2364214.jpg,overpass,A train,An old train,A train at a train station
