Unnamed: 0.1,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,bbox_xywh,clusters,topname,responses,incorrect,singletons,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,correct_responses,n_incorrect,valid_responses,"BLIP-2, greedy decode","BLIP-2, nucleus sampling decode","BLIP-2, beam search decode"
501,9989,2356695,2267288,http://object-naming-amore.upf.edu//2356695_2267288_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356695.jpg,house,buildings,house.n.01,{},1.0,{'None': 1.0},2356695.jpg,"structure, construction","[21, 14, 363, 262]",[{35: ['house']}],house,{'house': 35},{},{'cabin': 1},{'house': 1.0},{'house': {'None': 1.0}},35,1.0,0.0,1,buildings,train,{'house': {'house': 1.0}},35,0,['house'],The house,"It is an old, old barn that was used for some sort of storage, and then later used",A dilapidated house with boarded up windows
502,12101,2364214,1957542,http://object-naming-amore.upf.edu//2364214_1957542_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2364214.jpg,overpass,buildings,bridge.n.01,"{'bridge': 1.0, 'building': 0.67}",1.0,{'None': 1.0},2364214.jpg,"structure, construction","[169, 0, 329, 173]","[{26: ['building', 'bridge']}, {5: ['train']}, {2: ['window']}]",bridge,"{'bridge': 19, 'building': 7}","{'train': 5, 'window': 2}","{'train station': 1, 'overpass': 1}","{'train': 0.33, 'window': 0.33, 'bridge': 1.0, 'building': 0.5}","{'train': {'bounding box': 1.0}, 'window': {'bounding box': 1.0}, 'bridge': {'None': 1.0}, 'building': {'None': 0.3, 'visual': 0.3, 'bounding box': 0.3}}",26,0.7307692307692307,0.840358671609117,2,buildings,,"{'train': {'train': 1.0, 'window': 0.0, 'bridge': 0.0, 'building': 0.0}, 'window': {'train': 0.0, 'window': 1.0, 'bridge': 0.0, 'building': 0.0}, 'bridge': {'train': 0.0, 'window': 0.0, 'bridge': 1.0, 'building': 0.67}, 'building': {'train': 0.0, 'window': 0.0, 'bridge': 0.67, 'building': 1.0}}",26,7,"['bridge', 'building']",A train,An old train,A train at a train station
503,15551,2376658,2234977,http://object-naming-amore.upf.edu//2376658_2234977_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2376658.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2376658.jpg,"structure, construction","[30, 3, 385, 151]","[{25: ['house', 'building']}, {2: ['cap']}, {3: ['net']}]",house,"{'house': 14, 'building': 11}","{'net': 3, 'cap': 2}","{'fence': 1, 'shirt': 1, 'pole': 1, 'loft': 1, 'chalet': 1, 'ski lift': 1}","{'cap': 0.17, 'net': 0.17, 'house': 1.0, 'building': 1.0}","{'cap': {'bounding box': 1.0}, 'net': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'building': {'None': 1.0}}",25,0.56,0.9895875212220556,2,buildings,train,"{'cap': {'cap': 1.0, 'net': 0.0, 'house': 0.0, 'building': 0.0}, 'net': {'cap': 0.0, 'net': 1.0, 'house': 0.0, 'building': 0.0}, 'house': {'cap': 0.0, 'net': 0.0, 'house': 1.0, 'building': 1.0}, 'building': {'cap': 0.0, 'net': 0.0, 'house': 1.0, 'building': 1.0}}",25,5,"['house', 'building']",A snowboarder,A red box that you can't get inside of,A snowboarder on a snowboard
504,20623,2399013,419999,http://object-naming-amore.upf.edu//2399013_419999_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399013.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2399013.jpg,"structure, construction","[0, 0, 377, 83]","[{34: ['house', 'building']}]",house,"{'house': 31, 'building': 3}",{},"{'ship': 1, 'tree': 1}","{'house': 1.0, 'building': 1.0}","{'house': {'None': 1.0}, 'building': {'None': 1.0}}",34,0.9117647058823528,0.4305518670104393,2,buildings,train,"{'house': {'house': 1.0, 'building': 1.0}, 'building': {'house': 1.0, 'building': 1.0}}",34,0,"['house', 'building']",The boat in the water,Police boat,a police boat on the water in front of a house with a dog on a leash
505,24105,2412942,183604,http://object-naming-amore.upf.edu//2412942_183604_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412942.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2412942.jpg,"structure, construction","[278, 58, 216, 177]","[{31: ['building', 'house']}, {2: ['balcony']}]",building,"{'building': 17, 'house': 14}",{'balcony': 2},{'truck': 1},"{'balcony': 0.17, 'building': 1.0, 'house': 1.0}","{'balcony': {'bounding box': 1.0}, 'building': {'None': 1.0}, 'house': {'None': 1.0}}",31,0.5483870967741935,0.9932338197397066,2,buildings,train,"{'balcony': {'balcony': 1.0, 'building': 0.0, 'house': 0.0}, 'building': {'balcony': 0.0, 'building': 1.0, 'house': 1.0}, 'house': {'balcony': 0.0, 'building': 1.0, 'house': 1.0}}",31,2,"['building', 'house']",military vehicle,military truck,a military vehicle in a parade
506,13479,2369150,2458565,http://object-naming-amore.upf.edu//2369150_2458565_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2369150.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2369150.jpg,"structure, construction","[1, 156, 500, 106]",[{33: ['bridge']}],bridge,{'bridge': 33},{},{'horse': 1},{'bridge': 1.0},{'bridge': {'None': 1.0}},33,1.0,0.0,1,buildings,train,{'bridge': {'bridge': 1.0}},33,0,['bridge'],The bridge,The bridge of walsingham,A horse and rider on a bridge over a river
507,4441,2332642,3395435,http://object-naming-amore.upf.edu//2332642_3395435_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2332642.jpg,bridge,buildings,bridge.n.01,{'roadway': 0.67},1.0,{'None': 1.0},2332642.jpg,"structure, construction","[0, 45, 501, 122]","[{23: ['roadway', 'bridge']}, {2: ['pul']}, {3: ['train']}]",bridge,"{'bridge': 21, 'roadway': 2}","{'train': 3, 'pul': 2}","{'walkway': 1, 'wall': 1, 'overpass': 1, 'buildings': 1, 'road': 1, 'electrical line': 1}","{'train': 0.33, 'pul': 0.0, 'bridge': 1.0, 'roadway': 1.0}","{'train': {'bounding box': 1.0}, 'pul': {'other': 1.0}, 'bridge': {'None': 1.0}, 'roadway': {'None': 1.0}}",23,0.9130434782608696,0.4262286569981449,2,buildings,train,"{'train': {'train': 1.0, 'pul': 0.0, 'bridge': 0.0, 'roadway': 0.0}, 'pul': {'train': 0.0, 'pul': 1.0, 'bridge': 0.0, 'roadway': 0.0}, 'bridge': {'train': 0.0, 'pul': 0.0, 'bridge': 1.0, 'roadway': 0.67}, 'roadway': {'train': 0.0, 'pul': 0.0, 'bridge': 0.67, 'roadway': 1.0}}",23,5,"['bridge', 'roadway']",The train,a train on a railway line,The red box with the first name that comes to mind is a train
508,676,286039,1571368,http://object-naming-amore.upf.edu//286039_1571368_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/286039.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},286039.jpg,"structure, construction","[284, 284, 484, 336]","[{35: ['house', 'building']}]",house,"{'house': 29, 'building': 6}",{},{'roof': 1},"{'house': 1.0, 'building': 1.0}","{'house': {'None': 1.0}, 'building': {'None': 1.0}}",35,0.8285714285714286,0.6609623351442084,2,buildings,train,"{'house': {'house': 1.0, 'building': 1.0}, 'building': {'house': 1.0, 'building': 1.0}}",35,0,"['house', 'building']",refrigerator,Red microwave,Refrigerator
509,23479,2410490,1086845,http://object-naming-amore.upf.edu//2410490_1086845_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410490.jpg,dugout,buildings,shelter.n.01,{'pit': 1.0},1.0,{'None': 1.0},2410490.jpg,"structure, construction","[1, 8, 498, 149]","[{24: ['dugout', 'pit']}, {2: ['cap']}]",dugout,"{'dugout': 22, 'pit': 2}",{'cap': 2},"{'bench': 1, 'awning': 1, 'hut': 1, 'helmet': 1, 'team': 1, 'bull pit': 1, 'baseball cap': 1, 'room': 1, 't-shirt': 1}","{'cap': 0.17, 'dugout': 1.0, 'pit': 1.0}","{'cap': {'bounding box': 1.0}, 'dugout': {'None': 1.0}, 'pit': {'None': 1.0}}",24,0.9166666666666666,0.4138168503036338,2,buildings,train,"{'cap': {'cap': 1.0, 'dugout': 0.0, 'pit': 0.0}, 'dugout': {'cap': 0.0, 'dugout': 1.0, 'pit': 1.0}, 'pit': {'cap': 0.0, 'dugout': 1.0, 'pit': 1.0}}",24,2,"['dugout', 'pit']",A baseball bat,A bat with a handle and a knob on the end,A baseball bat
510,4507,2333050,968156,http://object-naming-amore.upf.edu//2333050_968156_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2333050.jpg,bridge,buildings,bridge.n.01,{'bridge': 1.0},1.0,{'None': 1.0},2333050.jpg,"structure, construction","[1, 95, 345, 183]",[{36: ['bridge']}],bridge,{'bridge': 36},{},{},{'bridge': 1.0},{'bridge': {'None': 1.0}},36,1.0,0.0,1,buildings,train,{'bridge': {'bridge': 1.0}},36,0,['bridge'],The bridge,The bridge over the river Seine,"The bridge over the river Seine in paris, france"
511,16307,2379465,552651,http://object-naming-amore.upf.edu//2379465_552651_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379465.jpg,grill,buildings,restaurant.n.01,{},1.0,{'None': 1.0},2379465.jpg,"structure, construction","[162, 308, 212, 193]","[{26: ['grill']}, {3: ['hands']}, {4: ['grass']}]",grill,{'grill': 26},"{'grass': 4, 'hands': 3}","{'food': 1, 'barbecue': 1, 'laptop': 1}","{'grass': 0.33, 'hands': 0.33, 'grill': 1.0}","{'grass': {'bounding box': 1.0}, 'hands': {'bounding box': 1.0}, 'grill': {'None': 1.0}}",26,1.0,0.0,1,buildings,train,"{'grass': {'grass': 1.0, 'hands': 0.0, 'grill': 0.0}, 'hands': {'grass': 0.0, 'hands': 1.0, 'grill': 0.0}, 'grill': {'grass': 0.0, 'hands': 0.0, 'grill': 1.0}}",26,7,['grill'],A hot dog,"the hotdog, in the white bbq grill, with a bun.",A hot dog on a bbq
512,9236,2353914,3495274,http://object-naming-amore.upf.edu//2353914_3495274_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2353914.jpg,tent,buildings,shelter.n.01,"{'canopy': 1.0, 'awning': 1.0}",1.0,{'None': 1.0},2353914.jpg,"structure, construction","[0, 42, 493, 122]","[{25: ['canopy', 'tent', 'awning']}, {2: ['pole']}]",tent,"{'tent': 15, 'canopy': 7, 'awning': 3, 'shelter': 1}",{'pole': 2},"{'vendor tent': 1, 'canape': 1, 'tomato': 1, 'booth': 1, 'tent covering': 1, 'sunshade': 1, 'umbrella': 1, 'fruits': 1}","{'pole': 0.17, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}","{'pole': {'bounding box': 1.0}, 'tent': {'None': 1.0}, 'canopy': {'None': 1.0}, 'awning': {'None': 1.0}, 'shelter': 'NA'}",26,0.5769230769230769,1.507757760806689,4,buildings,train,"{'pole': {'pole': 1.0, 'tent': 0.0, 'canopy': 0.0, 'awning': 0.0, 'shelter': 'NA'}, 'tent': {'pole': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}, 'canopy': {'pole': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}, 'awning': {'pole': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}, 'shelter': {'pole': 'NA', 'tent': 'NA', 'canopy': 'NA', 'awning': 'NA', 'shelter': 'NA'}}",26,2,"['tent', 'canopy', 'shelter']",the fruit and veg stall,A fruit & veg market,the red box with the first name that comes to mind
513,15567,2376697,2571452,http://object-naming-amore.upf.edu//2376697_2571452_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2376697.jpg,apartment,buildings,housing.n.01,"{'house': 1.0, 'home': 1.0, 'building': 1.0}",1.0,{'None': 1.0},2376697.jpg,"structure, construction","[318, 0, 180, 312]","[{34: ['home', 'house', 'building']}]",building,"{'building': 21, 'house': 11, 'home': 2}",{},"{'window': 1, 'store': 1}","{'building': 1.0, 'house': 1.0, 'home': 1.0}","{'building': {'None': 1.0}, 'house': {'None': 1.0}, 'home': {'None': 1.0}}",34,0.6176470588235294,1.1965094976219794,3,buildings,,"{'building': {'building': 1.0, 'house': 1.0, 'home': 1.0}, 'house': {'building': 1.0, 'house': 1.0, 'home': 1.0}, 'home': {'building': 1.0, 'house': 1.0, 'home': 1.0}}",34,0,"['building', 'house', 'home']",The red box with the first name that comes to mind is a building,A house with 2 balconies and some windows on the side,The red box with the first name that comes to mind
514,18944,2391301,3827185,http://object-naming-amore.upf.edu//2391301_3827185_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391301.jpg,hotel,buildings,hotel.n.01,"{'resort': 1.0, 'building': 1.0}",1.0,{'None': 1.0},2391301.jpg,"structure, construction","[0, 46, 499, 202]","[{34: ['hotel', 'resort', 'building']}]",building,"{'building': 17, 'hotel': 15, 'resort': 2}",{},{'surfboard': 1},"{'building': 1.0, 'hotel': 1.0, 'resort': 1.0}","{'building': {'None': 1.0}, 'hotel': {'None': 1.0}, 'resort': {'None': 1.0}}",34,0.5,1.2612796872684702,3,buildings,,"{'building': {'building': 1.0, 'hotel': 1.0, 'resort': 1.0}, 'hotel': {'building': 1.0, 'hotel': 1.0, 'resort': 1.0}, 'resort': {'building': 1.0, 'hotel': 1.0, 'resort': 1.0}}",34,0,"['hotel', 'resort']",The man holding the surfboard,A surfer standing in Waikiki Beach,"Waikiki Beach, Honolulu, Hawaii"
515,219,1333,1066920,http://object-naming-amore.upf.edu//1333_1066920_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/1333.jpg,house,buildings,house.n.01,"{'mansion': 1.0, 'home': 1.0}",1.0,{'None': 1.0},1333.jpg,"structure, construction","[33, 20, 303, 187]","[{32: ['house', 'mansion', 'home']}]",house,"{'house': 27, 'mansion': 3, 'home': 2, 'building': 1}",{},"{'window': 1, 'facade': 1}","{'house': 1.0, 'mansion': 1.0, 'home': 1.0, 'building': 'NA'}","{'house': {'None': 1.0}, 'mansion': {'None': 1.0}, 'home': {'None': 1.0}, 'building': 'NA'}",33,0.8181818181818182,0.9493380569167224,4,buildings,val,"{'house': {'house': 1.0, 'mansion': 1.0, 'home': 1.0, 'building': 'NA'}, 'mansion': {'house': 1.0, 'mansion': 1.0, 'home': 1.0, 'building': 'NA'}, 'home': {'house': 1.0, 'mansion': 1.0, 'home': 1.0, 'building': 'NA'}, 'building': {'house': 'NA', 'mansion': 'NA', 'home': 'NA', 'building': 'NA'}}",33,0,"['house', 'mansion', 'home', 'building']",The house,The largest private residence in the world,The red box with the first name that comes to mind
516,18527,2389394,505095,http://object-naming-amore.upf.edu//2389394_505095_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2389394.jpg,dugout,buildings,shelter.n.01,{},1.0,{'None': 1.0},2389394.jpg,"structure, construction","[0, 0, 336, 118]","[{2: ['man']}, {29: ['dugout']}]",dugout,{'dugout': 29},{'man': 2},"{'net': 1, 'team': 1, 'pit': 1, 'board': 1, 'players': 1}","{'man': 0.33, 'dugout': 1.0}","{'man': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}",29,1.0,0.0,1,buildings,train,"{'man': {'man': 1.0, 'dugout': 0.0}, 'dugout': {'man': 0.0, 'dugout': 1.0}}",29,2,['dugout'],The batter,"Baseball, a baseball game",A baseball bat
517,23298,2409825,2631326,http://object-naming-amore.upf.edu//2409825_2631326_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409825.jpg,overpass,buildings,bridge.n.01,{'bridge': 1.0},1.0,{'None': 1.0},2409825.jpg,"structure, construction","[232, 0, 268, 262]","[{30: ['overpass', 'bridge']}, {2: ['car']}]",bridge,"{'bridge': 25, 'overpass': 5}",{'car': 2},"{'wheel': 1, 'automobile': 1, 'pole': 1, 'van': 1}","{'car': 0.17, 'bridge': 1.0, 'overpass': 1.0}","{'car': {'bounding box': 1.0}, 'bridge': {'None': 1.0}, 'overpass': {'None': 1.0}}",30,0.8333333333333334,0.6500224216483541,2,buildings,,"{'car': {'car': 1.0, 'bridge': 0.0, 'overpass': 0.0}, 'bridge': {'car': 0.0, 'bridge': 1.0, 'overpass': 1.0}, 'overpass': {'car': 0.0, 'bridge': 1.0, 'overpass': 1.0}}",30,2,"['bridge', 'overpass']",A bridge,,The red box with the first name that comes to mind
518,8942,2352722,2265417,http://object-naming-amore.upf.edu//2352722_2265417_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2352722.jpg,restaurant,buildings,restaurant.n.01,"{'storefront': 0.67, 'store': 1.0, 'patio': 0.67, 'porch': 0.67, 'store front': 0.67}",0.83,"{'bounding box': 0.3, 'None': 0.7}",2352722.jpg,"structure, construction","[24, 144, 476, 141]","[{27: ['restaurant', 'porch', 'store', 'storefront', 'patio']}]",restaurant,"{'restaurant': 9, 'store': 6, 'storefront': 8, 'patio': 2, 'porch': 2, 'building': 1}",{},"{'roofed': 1, 'lamp': 1, 'dress': 1, 'fruits': 1, 'entryway': 1, 'shop': 1, 'pumpkin': 1}","{'restaurant': 0.83, 'store': 0.83, 'storefront': 1.0, 'patio': 1.0, 'porch': 1.0, 'building': 'NA'}","{'restaurant': {'None': 0.7, 'bounding box': 0.3}, 'store': {'None': 0.7, 'bounding box': 0.3}, 'storefront': {'None': 1.0}, 'patio': {'None': 1.0}, 'porch': {'None': 1.0}, 'building': 'NA'}",28,0.3214285714285714,2.2345299214394703,6,buildings,train,"{'restaurant': {'restaurant': 1.0, 'store': 1.0, 'storefront': 0.67, 'store front': 0.67, 'patio': 0.67, 'porch': 0.67, 'building': 'NA'}, 'store': {'restaurant': 1.0, 'store': 1.0, 'storefront': 0.67, 'store front': 0.67, 'patio': 0.67, 'porch': 0.67, 'building': 'NA'}, 'storefront': {'restaurant': 0.67, 'store': 0.67, 'storefront': 1.0, 'store front': 1.0, 'patio': 0.67, 'porch': 0.67, 'building': 'NA'}, 'store front': {'restaurant': 0.67, 'store': 0.67, 'storefront': 1.0, 'store front': 1.0, 'patio': 0.67, 'porch': 0.67, 'building': 'NA'}, 'patio': {'restaurant': 0.67, 'store': 0.67, 'storefront': 0.67, 'store front': 0.67, 'patio': 1.0, 'porch': 1.0, 'building': 'NA'}, 'porch': {'restaurant': 0.67, 'store': 0.67, 'storefront': 0.67, 'store front': 0.67, 'patio': 1.0, 'porch': 1.0, 'building': 'NA'}, 'building': {'restaurant': 'NA', 'store': 'NA', 'storefront': 'NA', 'store front': 'NA', 'patio': 'NA', 'porch': 'NA', 'building': 'NA'}}",28,0,"['restaurant', 'store', 'storefront', 'patio', 'porch', 'building']",the red box with the first name that comes to mind,a restaurant on the corner of street and highway,the red box with the first name that comes to mind
519,10077,2357031,815592,http://object-naming-amore.upf.edu//2357031_815592_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2357031.jpg,bridge,buildings,bridge.n.01,{'arch': 0.33},0.5,"{'bounding box': 0.7, 'None': 0.3}",2357031.jpg,"structure, construction","[0, 47, 499, 144]","[{6: ['meter', 'parking meter']}, {20: ['bridge']}, {5: ['arch']}]",bridge,"{'bridge': 20, 'arch': 5}","{'meter': 3, 'parking meter': 3}","{'belt': 1, 'sign board': 1, 'cellphone': 1, 'bridge arch': 1, 'weight machine': 1}","{'parking meter': 0.33, 'meter': 0.33, 'bridge': 0.5, 'arch': 1.0}","{'parking meter': {'bounding box': 1.0}, 'meter': {'bounding box': 1.0}, 'bridge': {'None': 0.3, 'bounding box': 0.7}, 'arch': {'None': 1.0}}",25,0.8,0.7219280948873623,2,buildings,train,"{'parking meter': {'parking meter': 1.0, 'meter': 1.0, 'bridge': 0.0, 'arch': 0.0}, 'meter': {'parking meter': 1.0, 'meter': 1.0, 'bridge': 0.0, 'arch': 0.0}, 'bridge': {'parking meter': 0.0, 'meter': 0.0, 'bridge': 1.0, 'arch': 0.33}, 'arch': {'parking meter': 0.0, 'meter': 0.0, 'bridge': 0.33, 'arch': 1.0}}",25,6,"['bridge', 'arch']",The bridge,bridge over the river,A parking meter in front of a bridge
520,9430,2354552,2038175,http://object-naming-amore.upf.edu//2354552_2038175_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2354552.jpg,palace,buildings,house.n.01,"{'castle': 1.0, 'building': 1.0}",1.0,{'None': 1.0},2354552.jpg,"structure, construction","[0, 21, 493, 206]","[{16: ['building', 'castle']}, {9: ['bridge']}]",building,"{'building': 12, 'castle': 4}",{'bridge': 9},"{'skyline': 1, 'breach': 1, 'fort': 1, 'houses of parliament': 1, 'westminster': 1, 'houseparent': 1, 'london': 1, 'place': 1, 'big ben': 1, 'parament': 1}","{'bridge': 0.17, 'building': 1.0, 'castle': 0.83}","{'bridge': {'bounding box': 1.0}, 'building': {'None': 1.0}, 'castle': {'visual': 0.3, 'None': 0.7}}",16,0.75,0.8112781244591328,2,buildings,,"{'bridge': {'bridge': 1.0, 'building': 0.0, 'castle': 0.0}, 'building': {'bridge': 0.0, 'building': 1.0, 'castle': 1.0}, 'castle': {'bridge': 0.0, 'building': 1.0, 'castle': 1.0}}",16,9,"['building', 'castle']",Big Ben,"The Houses of Parliament, london","Big Ben and the Houses of Parliament, london, england"
521,22125,2405400,332361,http://object-naming-amore.upf.edu//2405400_332361_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405400.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2405400.jpg,"structure, construction","[0, 162, 384, 126]","[{3: ['train']}, {30: ['bridge']}]",bridge,{'bridge': 30},{'train': 3},"{'tracks': 1, 'train track': 1}","{'train': 0.5, 'bridge': 1.0}","{'train': {'bounding box': 1.0}, 'bridge': {'None': 1.0}}",30,1.0,0.0,1,buildings,train,"{'train': {'train': 1.0, 'bridge': 0.0}, 'bridge': {'train': 0.0, 'bridge': 1.0}}",30,3,['bridge'],The train,A red train passing over a bridge in the philippines,A train on a bridge over a river
522,6126,2341560,941720,http://object-naming-amore.upf.edu//2341560_941720_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2341560.jpg,restaurant,buildings,restaurant.n.01,"{'store': 1.0, 'building': 0.67}",1.0,{'None': 1.0},2341560.jpg,"structure, construction","[1, 0, 353, 429]","[{35: ['store', 'building']}]",building,"{'building': 31, 'store': 4}",{},{'poster': 1},"{'building': 1.0, 'store': 0.67}","{'building': {'None': 1.0}, 'store': {'visual': 0.3, 'None': 0.7}}",35,0.8857142857142857,0.5127091420308771,2,buildings,train,"{'building': {'building': 1.0, 'store': 0.67}, 'store': {'building': 0.67, 'store': 1.0}}",35,0,"['building', 'store']",a man standing in front of a building with a red frame,This is a karuta shop (karaoke bar),
523,24321,2413733,167364,http://object-naming-amore.upf.edu//2413733_167364_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413733.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2413733.jpg,"structure, construction","[7, 19, 259, 193]","[{35: ['house', 'building']}]",house,"{'house': 26, 'building': 9, 'home': 1}",{},{},"{'house': 1.0, 'building': 1.0, 'home': 'NA'}","{'house': {'None': 1.0}, 'building': {'None': 1.0}, 'home': 'NA'}",36,0.7222222222222222,0.9826817324242788,3,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'building': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'home': {'house': 'NA', 'building': 'NA', 'home': 'NA'}}",36,0,"['house', 'building', 'home']",The red fire hydrant,The fire hydrant,the christmas tree in front of the fire hydrant
524,14430,2372582,1895038,http://object-naming-amore.upf.edu//2372582_1895038_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372582.jpg,dugout,buildings,shelter.n.01,"{'railing': 1.0, 'fence': 1.0, 'pit': 1.0}",1.0,{'None': 1.0},2372582.jpg,"structure, construction","[74, 14, 425, 110]","[{24: ['fence', 'pit', 'railing', 'dugout']}]",dugout,"{'dugout': 17, 'pit': 3, 'fence': 2, 'railing': 2}",{},"{'pump': 1, 'iron': 1, 'steps': 1, 'wheel': 1, 'watch': 1, 'steel': 1, 'stairs': 1, 'rail': 1, 'sidelines': 1, 'cap': 1, 'roof': 1, 'gerund': 1}","{'dugout': 1.0, 'pit': 1.0, 'fence': 1.0, 'railing': 1.0}","{'dugout': {'None': 1.0}, 'pit': {'None': 1.0}, 'fence': {'None': 1.0}, 'railing': {'None': 1.0}}",24,0.7083333333333334,1.3248893422453545,4,buildings,train,"{'dugout': {'dugout': 1.0, 'pit': 1.0, 'fence': 1.0, 'railing': 1.0}, 'pit': {'dugout': 1.0, 'pit': 1.0, 'fence': 1.0, 'railing': 1.0}, 'fence': {'dugout': 1.0, 'pit': 1.0, 'fence': 1.0, 'railing': 1.0}, 'railing': {'dugout': 1.0, 'pit': 1.0, 'fence': 1.0, 'railing': 1.0}}",24,0,"['dugout', 'pit', 'fence']",A baseball bat,a baseball player,A baseball player running to first base with a bat in his hand
525,18779,2390572,496006,http://object-naming-amore.upf.edu//2390572_496006_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390572.jpg,bridge,buildings,bridge.n.01,{'road': 0.33},0.67,"{'bounding box': 0.3, 'None': 0.7}",2390572.jpg,"structure, construction","[0, 170, 375, 328]","[{8: ['motorcycle', 'bike']}, {16: ['bridge']}, {3: ['road']}]",bridge,"{'bridge': 16, 'road': 3}","{'motorcycle': 5, 'bike': 3}","{'bikers': 1, 'helmet': 1, 'street': 1, 'motorcyclist': 1, 'boat': 1, 'motorcycles': 1, 'roadway': 1}","{'bike': 0.0, 'motorcycle': 0.0, 'bridge': 0.67, 'road': 0.67}","{'bike': {'bounding box': 1.0}, 'motorcycle': {'bounding box': 1.0}, 'bridge': {'None': 0.7, 'bounding box': 0.3}, 'road': {'bounding box': 0.3, 'None': 0.7}}",19,0.8421052631578947,0.6292492238560345,2,buildings,train,"{'bike': {'bike': 1.0, 'motorcycle': 1.0, 'bridge': 0.0, 'road': 0.0}, 'motorcycle': {'bike': 1.0, 'motorcycle': 1.0, 'bridge': 0.0, 'road': 0.0}, 'bridge': {'bike': 0.0, 'motorcycle': 0.0, 'bridge': 1.0, 'road': 0.33}, 'road': {'bike': 0.0, 'motorcycle': 0.0, 'bridge': 0.33, 'road': 1.0}}",19,8,"['bridge', 'road']",The man on the motorcycle,motorcycle man,A man on a motorcycle waving to a crowd of people on the side of the road
526,13363,2368686,2082343,http://object-naming-amore.upf.edu//2368686_2082343_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2368686.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2368686.jpg,"structure, construction","[4, 15, 341, 254]","[{32: ['house', 'building']}]",house,"{'house': 30, 'building': 2}",{},"{'porch': 1, 'tree': 1, 'lamp': 1}","{'house': 1.0, 'building': 1.0}","{'house': {'None': 1.0}, 'building': {'None': 1.0}}",32,0.9375,0.3372900666170139,2,buildings,train,"{'house': {'house': 1.0, 'building': 1.0}, 'building': {'house': 1.0, 'building': 1.0}}",32,0,"['house', 'building']",house,n,"person, person, person, person, person, person, person, person, person, person,"
